F18UCLA1091QS30R27,Active,23w1,10/25/2018,Not pure,3,R2A,biofilm covers the whole plate. Only a few colonies are visible so might need to be incubated more.,Bio film still present the same as before. Form: Circular; Elvation: Flat; Possible that it's not pure.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F18UCLA1091QS30R28,Active,23w1,10/25/2018,Not pure,3,R2A,"a lot of biofilm present, plate need to be incubated more.",Bio film still present the same as before. Form: Circular; Elvation: Flat; Possible that it's not pure.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F18UCLA1091QS30R29,Active,23w1,10/31/2018,Not pure,4,R2A,"a lot of biofilm present, plate need to be incubated more. Only a few colonies are present.",Biofilm still present. Form: Circular; Elevation: Flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F18UCLA1091QS30R30,Active,23w1,10/31/2018,Not pure,4,R2A,Biofilm covers the whole plate. Need to isolate more to isolate two or three of the different colonies present.,Bio film still present the same as before. Form: Circular; Elvation: Flat; Possible that it's not pure.,Bacillus,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,171,21,209,133.67,193,60,350,201,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F18UCLA1091QS30R31,Active,28d,10/25/2018,Pure,4,R2A,"neon yellow, incubate longer (10/18)","Form: irregular, yellow in color; elevation: flat; margin: curled",Bacillus,,,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,7.7,0,0,2.57,150,80,60,96.66666667,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F18UCLA1091QS30R32,Active,28d,10/25/2018,Pure,4,R2A,"darker pink, incubate longer, second type of bacteria present (re-streak purify)","Form: irregular, red in color; elevation: flat; margin: curled",Cocci,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,7.78,0,2.59,150,80,60,96.66666667,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F18UCLA1091QS30R33,Active,28d,10/25/2018,Pure,4,R2A,looks like 32,"Form: irregular, red in color; elevation: flat; margin: curled",Bacillus,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,30,0,10,150,80,60,96.66666667,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F18UCLA1091QS30R34,Active,28d,10/31/2018,Not pure,4,R2A,small opaque ,"Form: circular, Elevation: convex; margin: curled",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F18UCLA1091QS30R35,Active,28d,10/31/2018,Not pure,3,R2A,"looks like 31, incubate longer",Form:irregular; elevation: flat; margin: Curled,Cocci,,,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,44,0,14.67,150,80,150,126.6666667,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F18UCLA1091QS30R36,Active,28d,10/31/2018,Not pure,4,R2A,"light pink, incubate longer (10/18)",Form: circular; Elevation: convex; Margin: Curled,Cocci,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,0,0,0,150,80,150,126.6666667,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F18UCLA1091QS30R37,Active,28d,10/31/2018,Not pure,4,R2A,Round and fuzzy,Form: circular; Elevation: convex; Margin: Undulate,Actinomycetes,,,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,12.5,30,30,24.2,150,80,150,126.6666667,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F18UCLA1091QS30R38,Active,28d,10/31/2018,Not pure,4,R2A,"round, opaque center, translucent peripheral",Form: circular; Elevation: Raised; Margin: Curled,Bacillus chain,,,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,3.1,193,0,45.67,311,13,124,149.3333333,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F18UCLA1091QS30R39,Active,28d,10/31/2018,Not pure,3,R2A,opaque and round,Form: circular; elevation: Flat; Margin: Curled, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F18UCLA1091QS30R40,Active,28d,10/31/2018,Not pure,3,R2A,"2 types present, small and large opaque",Form: circular; Elevatio: Flat; Margin: Lobate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
